model,kx,t_nu,response,response_imag,p_max,j_max
coulomb,0.05,10.248378698305286,3.85723863965256e-06,-8.731372306076804e-17,24,10
coulomb,0.05,10.498339154361515,2.5868322857265294e-06,1.3102061138084679e-17,24,10
coulomb,0.05,10.74829961041774,1.692673892169678e-06,6.027582267318399e-17,24,10
coulomb,0.05,10.99826006647397,2.140686217550948e-06,7.083964684640415e-18,24,10
coulomb,0.05,11.248220522530197,3.087784533976718e-06,-6.327968345641433e-17,24,10
coulomb,0.05,11.498180978586422,3.289296073221431e-06,-6.26892074650069e-17,24,10
coulomb,0.05,11.748141434642648,2.6652753181749853e-06,-5.579021488784609e-18,24,10
coulomb,0.05,11.998101890698877,2.1327098070403324e-06,2.811679877168592e-17,24,10
coulomb,0.05,12.248062346755102,2.2935472328693658e-06,2.1142553960132747e-18,24,10
coulomb,0.05,12.498022802811327,2.791980718218543e-06,-4.0824251976835504e-17,24,10
coulomb,0.05,12.747983258867556,2.952234322223e-06,-4.577519315774927e-17,24,10
coulomb,0.05,12.99794371492378,2.6519382972313496e-06,-1.431321542376843e-17,24,10
coulomb,0.05,13.247904170980007,2.3424619304114253e-06,8.398023081959117e-18,24,10
coulomb,0.05,13.497864627036233,2.3844025578054507e-06,-3.425278143881485e-18,24,10
coulomb,0.05,13.74782508309246,2.640487055856481e-06,-2.8904648600473277e-17,24,10
coulomb,0.05,13.997785539148689,2.7505736492664605e-06,-3.4817300257031126e-17,24,10
coulomb,0.05,14.247745995204912,2.6088973205191128e-06,-1.805561800626701e-17,24,10
coulomb,0.05,14.49770645126114,2.432130570354687e-06,-3.418106371648377e-18,24,10
coulomb,0.05,14.747666907317369,2.429791118440944e-06,-8.227047279187456e-18,24,10
coulomb,0.05,14.997627363373592,2.5574326374979537e-06,-2.2974605807578618e-17,24,10
coulomb,0.05,15.24758781942982,2.6265953537788383e-06,-2.808802214045218e-17,24,10
coulomb,0.05,15.497548275486045,2.560719624261937e-06,-1.9486028882243037e-17,24,10
coulomb,0.05,15.747508731542272,2.460696365731586e-06,-1.0390820472553329e-17,24,10
coulomb,0.05,15.9974691875985,2.4452377923085624e-06,-1.1968589891117013e-17,24,10
coulomb,0.05,16.247429643654726,2.5061060853908472e-06,-2.0312788563261852e-17,24,10
coulomb,0.05,16.49739009971095,2.546497407005324e-06,-2.4179834714191316e-17,24,10
coulomb,0.05,16.747350555767177,2.515784323821758e-06,-1.996763140020034e-17,24,10
coulomb,0.05,16.997311011823406,2.459133481935725e-06,-1.4505208231543838e-17,24,10
coulomb,0.05,17.24727146787963,2.4423562233054712e-06,-1.4738247240578988e-17,24,10
coulomb,0.05,17.497231923935857,2.4692238277745715e-06,-1.9370349534733874e-17,24,10
coulomb,0.05,17.747192379992086,2.4909799110729025e-06,-2.2086124261545966e-17,24,10
coulomb,0.05,17.99715283604831,2.4759907743619777e-06,-2.0155281819952577e-17,24,10
coulomb,0.05,18.247113292104537,2.4433915315410885e-06,-1.6976562667875086e-17,24,10
coulomb,0.05,18.49707374816077,2.428952613149704e-06,-1.6750625069022186e-17,24,10
coulomb,0.05,18.74703420421699,2.4389169674619285e-06,-1.928175451032275e-17,24,10
coulomb,0.05,18.996994660273216,2.4492531590722943e-06,-2.110753725930366e-17,24,10
coulomb,0.05,19.246955116329445,2.440973234645942e-06,-2.031972138369551e-17,24,10
coulomb,0.05,19.49691557238567,2.42150818317271e-06,-1.8532871570455024e-17,24,10
coulomb,0.05,19.746876028441896,2.4099411718678767e-06,-1.823135852446334e-17,24,10
coulomb,0.05,19.99683648449812,2.41175348314008e-06,-1.960261105861671e-17,24,10
coulomb,0.05,20.24679694055435,2.4153910502615724e-06,-2.079509001006267e-17,24,10
coulomb,0.05,20.496757396610572,2.409803458997637e-06,-2.055147074060751e-17,24,10
coulomb,0.05,20.746717852666805,2.3974317841805135e-06,-1.9592664134202578e-17,24,10
coulomb,0.05,20.99667830872303,2.3882723837734312e-06,-1.93489840281983e-17,24,10
coulomb,0.05,21.246638764779256,2.386320449053471e-06,-2.0097013369372657e-17,24,10
coulomb,0.05,21.49659922083548,2.386185283633654e-06,-2.0868000229569025e-17,24,10
coulomb,0.05,21.74655967689171,2.381597031437922e-06,-2.0869089199920748e-17,24,10
coulomb,0.05,21.99652013294794,2.37303826635964e-06,-2.0391673068892978e-17,24,10
coulomb,0.05,22.24648058900416,2.3656489945908744e-06,-2.0240205855579282e-17,24,10
coulomb,0.05,22.49644104506039,2.3620816728905796e-06,-2.065867096985012e-17,24,10
coulomb,0.05,22.746401501116615,2.3599164474441008e-06,-2.1160559316848458e-17,24,10
coulomb,0.05,22.996361957172844,2.355673072944892e-06,-2.1261596365518605e-17,24,10
coulomb,0.05,23.24632241322907,2.3491758515737857e-06,-2.1053309922058188e-17,24,10
coulomb,0.05,23.496282869285295,2.3430163610590575e-06,-2.0981609105230873e-17,24,10
coulomb,0.05,23.74624332534152,2.338856282753351e-06,-2.1235619986227602e-17,24,10
coulomb,0.05,23.99620378139775,2.335666211725635e-06,-2.157519499847348e-17,24,10
coulomb,0.05,24.24616423745398,2.331552248247108e-06,-2.170674699843465e-17,24,10
coulomb,0.05,24.496124693510204,2.3261958809256534e-06,-2.1646970455426378e-17,24,10
coulomb,0.05,24.74608514956643,2.3208758954811236e-06,-2.1639703660820405e-17,24,10
coulomb,0.05,24.996045605622655,2.3165915327429624e-06,-2.181008072700025e-17,24,10
coulomb,0.05,25.24600606167888,2.312940147192321e-06,-2.2050275016355042e-17,24,10
coulomb,0.05,25.49596651773511,2.308910101871356e-06,-2.2186122888354626e-17,24,10
coulomb,0.05,25.745926973791335,2.304216975522269e-06,-2.2207735411700626e-17,24,10
coulomb,0.05,25.99588742984756,2.2994763124640176e-06,-2.224303003229083e-17,24,10
coulomb,0.05,26.245847885903785,2.2952703799435876e-06,-2.237547665393387e-17,24,10
coulomb,0.05,26.495808341960014,2.2914647492586364e-06,-2.2555691934900778e-17,24,10
coulomb,0.05,26.74576879801624,2.2875287379607938e-06,-2.2686995897000448e-17,24,10
coulomb,0.05,26.995729254072465,2.283253426498577e-06,-2.2753927319662756e-17,24,10
coulomb,0.05,27.245689710128698,2.278926328258382e-06,-2.2816314845349848e-17,24,10
coulomb,0.05,27.49565016618492,2.2748780703408417e-06,-2.2931222769389626e-17,24,10
coulomb,0.05,27.745610622241145,2.2710801584967335e-06,-2.3078480719059978e-17,24,10
coulomb,0.05,27.995571078297377,2.2672592253858715e-06,-2.3203071141136506e-17,24,10
coulomb,0.05,28.2455315343536,2.2632758628544503e-06,-2.3289598911949893e-17,24,10
coulomb,0.05,28.495491990409825,2.259259235568457e-06,-2.337121145924122e-17,24,10
coulomb,0.05,28.745452446466057,2.255392905407709e-06,-2.3478634161294512e-17,24,10
coulomb,0.05,28.99541290252228,2.2516844539802973e-06,-2.3606569042608658e-17,24,10
coulomb,0.05,29.245373358578505,2.247995692843004e-06,-2.3724266684963053e-17,24,10
coulomb,0.05,29.495333814634733,2.244238907573621e-06,-2.3820246067024714e-17,24,10
coulomb,0.05,29.74529427069096,2.2404690211883993e-06,-2.3913262462282817e-17,24,10
coulomb,0.05,29.995254726747184,2.2367858636786347e-06,-2.4019097455773807e-17,24,10
coulomb,0.05,30.04524681795843,2.2360764223254422e-06,-2.4040376870902186e-17,24,10
coulomb,0.1,0.0,9.95945960503559e-05,0.0,24,10
coulomb,0.1,0.012498022802811327,9.743661754461825e-05,-1.332790626073003e-17,24,10
coulomb,0.1,0.024996045605622654,9.111667677195571e-05,-2.552375629617714e-17,24,10
coulomb,0.1,0.03749406840843398,8.102267086208821e-05,-3.553865696548326e-17,24,10
coulomb,0.1,0.04999209121124531,6.776896690975707e-05,-4.252888900692798e-17,24,10
coulomb,0.1,0.06249011401405664,5.21550972178712e-05,-4.590191316923751e-17,24,10
coulomb,0.1,0.07498813681686796,3.511282343589901e-05,-4.521488342223057e-17,24,10
coulomb,0.1,0.0874861596196793,1.7645494008582632e-05,-4.061439602278625e-17,24,10
coulomb,0.1,0.09998418242249062,7.640202420319138e-07,-3.2290212820869113e-17,24,10
coulomb,0.1,0.11248220522530195,-1.4576155763666658e-05,-2.095744138219861e-17,24,10
coulomb,0.1,0.12498022802811327,-2.7532998964432585e-05,-7.481888345211538e-18,24,10
coulomb,0.1,0.1374782508309246,-3.7427157256145686e-05,7.120824007832141e-18,24,10
coulomb,0.1,0.14997627363373592,-4.377974100598804e-05,2.1606625961820026e-17,24,10
coulomb,0.1,0.16247429643654726,-4.633663630933815e-05,3.47987124746913e-17,24,10
coulomb,0.1,0.1749723192393586,-4.5078311782552505e-05,4.5530080801439053e-17,24,10
coulomb,0.1,0.18747034204216992,-4.021501281266566e-05,5.279792603018999e-17,24,10
coulomb,0.1,0.19996836484498123,-3.2168122098848496e-05,5.586104201292286e-17,24,10
coulomb,0.1,0.21246638764779255,-2.1539256410362342e-05,5.428638460291996e-17,24,10
coulomb,0.1,0.2249644104506039,-9.069331743568546e-06,4.7946392623558277e-17,24,10
coulomb,0.1,0.2374624332534152,4.4096632163731365e-06,3.706163213081384e-17,24,10
coulomb,0.1,0.24996045605622655,1.802710953057259e-05,2.2275325386452794e-17,24,10
coulomb,0.1,0.2624584788590379,3.092718621129037e-05,4.527553230474296e-18,24,10
coulomb,0.1,0.2749565016618492,4.232008377810298e-05,-1.504450290076335e-17,24,10
coulomb,0.1,0.2874545244646606,5.1528011374374355e-05,-3.517552798529493e-17,24,10
coulomb,0.1,0.29995254726747184,5.802337986665045e-05,-5.4372219480723364e-17,24,10
coulomb,0.1,0.31245057007028315,6.145706120012578e-05,-7.127235567478101e-17,24,10
coulomb,0.1,0.3249485928730945,6.167525549832342e-05,-8.460070530431937e-17,24,10
coulomb,0.1,0.33744661567590584,5.872420461247367e-05,-9.329492858044271e-17,24,10
coulomb,0.1,0.3499446384787172,5.284273171461861e-05,-9.65977846657506e-17,24,10
coulomb,0.1,0.36244266128152847,4.4443316488261225e-05,-9.41106014563139e-17,24,10
coulomb,0.1,0.37494068408433984,3.4083090551364e-05,-8.5782980491771e-17,24,10
coulomb,0.1,0.38743870688715115,2.2426717551929758e-05,-7.209875956473885e-17,24,10
coulomb,0.1,0.39993672968996247,1.0203572808146983e-05,-5.373512497293502e-17,24,10
coulomb,0.1,0.4124347524927738,-1.8380670164961369e-06,-3.187551078384933e-17,24,10
coulomb,0.1,0.4249327752955851,-1.297698805849086e-05,-7.863341030329141e-18,24,10
coulomb,0.1,0.43743079809839647,-2.2562369587130247e-05,1.6742347356310094e-17,24,10
coulomb,0.1,0.4499288209012078,-3.005190904668412e-05,4.0319898218021444e-17,24,10
coulomb,0.1,0.4624268437040191,-3.5042537682855265e-05,6.120034232008117e-17,24,10
coulomb,0.1,0.4749248665068304,-3.729201603916196e-05,7.799653623913632e-17,24,10
coulomb,0.1,0.4874228893096418,-3.673028597224963e-05,8.945456515642389e-17,24,10
coulomb,0.1,0.4999209121124531,-3.346010026876713e-05,9.470982432693712e-17,24,10
coulomb,0.1,0.5124189349152644,-2.774711297312287e-05,9.329453649683236e-17,24,10
coulomb,0.1,0.5249169577180758,-2.0000252856176215e-05,8.513769358719593e-17,24,10
coulomb,0.1,0.5374149805208871,-1.0743779640618151e-05,7.063618512773689e-17,24,10
coulomb,0.1,0.5499130033236984,-5.829015681093114e-07,5.064728952477662e-17,24,10
coulomb,0.1,0.5624110261265097,9.83481554941628e-06,2.6367731983887444e-17,24,10
coulomb,0.1,0.5749090489293212,1.985981232169505e-05,-7.286402405408106e-19,24,10
coulomb,0.1,0.5874070717321324,2.888018505257321e-05,-2.8863471549580387e-17,24,10
coulomb,0.1,0.5999050945349437,3.635822930765417e-05,-5.628087918718537e-17,24,10
coulomb,0.1,0.612403117337755,4.186172106032787e-05,-8.116592301029602e-17,24,10
coulomb,0.1,0.6249011401405663,4.5088134283678475e-05,-1.018888888809282e-16,24,10
coulomb,0.1,0.6373991629433777,4.5880451027997625e-05,-1.1702600664538574e-16,24,10
coulomb,0.1,0.649897185746189,4.423375446321229e-05,-1.2554197994412942e-16,24,10
coulomb,0.1,0.6623952085490004,4.0292376585325044e-05,-1.2677512673925306e-16,24,10
coulomb,0.1,0.6748932313518117,3.433796356863855e-05,-1.2055472356977062e-16,24,10
coulomb,0.1,0.687391254154623,2.6769382691191532e-05,-1.0721242105765972e-16,24,10
coulomb,0.1,0.6998892769574344,1.8075885939181207e-05,-8.746739484289233e-17,24,10
coulomb,0.1,0.7123872997602456,8.805333433304145e-06,-6.256131085372079e-17,24,10
coulomb,0.1,0.7248853225630569,-4.7045884124208686e-07,-3.3969015578714886e-17,24,10
coulomb,0.1,0.7373833453658682,-9.19106009670359e-06,-3.492187801353922e-18,24,10
coulomb,0.1,0.7498813681686797,-1.684128555126799e-05,2.6938053163908055e-17,24,10
coulomb,0.1,0.762379390971491,-2.2981558162815903e-05,5.537868487360236e-17,24,10
coulomb,0.1,0.7748774137743023,-2.7273019646179626e-05,8.002579681095703e-17,24,10
coulomb,0.1,0.7873754365771136,-2.9496002024067447e-05,9.92589835150113e-17,24,10
coulomb,0.1,0.7998734593799249,-2.956090408296763e-05,1.1181960179582566e-16,24,10
coulomb,0.1,0.8123714821827362,-2.7510992395168056e-05,1.1685936449354204e-16,24,10
coulomb,0.1,0.8248695049855476,-2.3517135152329776e-05,1.139961160263173e-16,24,10
coulomb,0.1,0.8373675277883589,-1.7864951032364145e-05,1.0337778875451497e-16,24,10
coulomb,0.1,0.8498655505911702,-1.0935289349757133e-05,8.560099579392566e-17,24,10
coulomb,0.1,0.8623635733939816,-3.179330112754976e-06,6.176266797230084e-17,24,10
coulomb,0.1,0.8748615961967929,4.910114387169016e-06,3.3317620772496727e-17,24,10
coulomb,0.1,0.8873596189996042,1.2829315044268561e-05,2.0426265697486457e-18,24,10
coulomb,0.1,0.8998576418024156,2.00944805072852e-05,-3.010728814742535e-17,24,10
coulomb,0.1,0.9123556646052269,2.6270885314593178e-05,-6.109093775790368e-17,24,10
coulomb,0.1,0.9248536874080382,3.099852809752744e-05,-8.896787979454821e-17,24,10
coulomb,0.1,0.9373517102108495,3.4012802727756654e-05,-1.1194873854472045e-16,24,10
coulomb,0.1,0.9498497330136608,3.515898433235344e-05,-1.2856739742893913e-16,24,10
coulomb,0.1,0.9623477558164721,3.439972567500313e-05,-1.3774944690409923e-16,24,10
coulomb,0.1,0.9748457786192836,3.181520331910181e-05,-1.3887761455332254e-16,24,10
coulomb,0.1,0.9873438014220949,2.7596018284396842e-05,-1.3186401135085074e-16,24,10
coulomb,0.1,0.9998418242249062,2.2029411061068642e-05,-1.1710775607814375e-16,24,10
coulomb,0.1,1.0123398470277174,1.5479764652882505e-05,-9.553606195359183e-17,24,10
coulomb,0.1,1.0248378698305287,8.364713793849673e-06,-6.843356859263069e-17,24,10
coulomb,0.1,1.0373358926333403,1.1284311943354781e-06,-3.753643049369683e-17,24,10
coulomb,0.1,1.0498339154361516,-5.786192588939518e-06,-4.721032430111674e-18,24,10
coulomb,0.1,1.0623319382389629,-1.1964727295889604e-05,2.7914035296853247e-17,24,10
coulomb,0.1,1.0748299610417742,-1.7046071420526654e-05,5.837721293974586e-17,24,10
coulomb,0.1,1.0873279838445857,-2.0743526850856752e-05,8.473653332398425e-17,24,10
coulomb,0.1,1.0998260066473968,-2.2860865979544012e-05,1.0536211025801689e-16,24,10
coulomb,0.1,1.1123240294502081,-2.3302514411035817e-05,1.18944427419118e-16,24,10
coulomb,0.1,1.1248220522530195,-2.2077352938975394e-05,1.2463653315637785e-16,24,10
coulomb,0.1,1.1373200750558308,-1.929604322914461e-05,1.2207399048441513e-16,24,10
coulomb,0.1,1.1498180978586423,-1.5162179036491444e-05,1.1143979375256097e-16,24,10
coulomb,0.1,1.1623161206614534,-9.95793556292573e-06,9.335708127730872e-17,24,10
coulomb,0.1,1.1748141434642647,-4.025211632744264e-06,6.89863287282468e-17,24,10
coulomb,0.1,1.187312166267076,2.2564866635668344e-06,3.9856462008032484e-17,24,10
coulomb,0.1,1.1998101890698873,8.494001057818696e-06,7.78080164008615e-18,24,10
coulomb,0.1,1.2123082118726989,1.4304815299816041e-05,-2.5258664762188595e-17,24,10
coulomb,0.1,1.22480623467551,1.9340202113024706e-05,-5.71833580508991e-17,24,10
coulomb,0.1,1.2373042574783213,2.3305838710014215e-05,-8.59953864110042e-17,24,10
coulomb,0.1,1.2498022802811326,2.5978688751376022e-05,-1.0991754940130158e-16,24,10
coulomb,0.1,1.2623003030839441,2.721919818842275e-05,-1.2745543233506056e-16,24,10
coulomb,0.1,1.2747983258867555,2.6978154109515434e-05,-1.375233995357941e-16,24,10
coulomb,0.1,1.2872963486895668,2.529789159475396e-05,-1.3950586319164024e-16,24,10
coulomb,0.1,1.299794371492378,2.2307883611416805e-05,-1.3329055876345357e-16,24,10
coulomb,0.1,1.3122923942951894,1.8215091781934853e-05,-1.1926676199699493e-16,24,10
coulomb,0.1,1.3247904170980007,1.3289770073963173e-05,-9.833391931185242e-17,24,10
coulomb,0.1,1.3372884399008123,7.8476794526823e-06,-7.180467865900277e-17,24,10
coulomb,0.1,1.3497864627036233,2.229873097466065e-06,-4.133303564972129e-17,24,10
coulomb,0.1,1.3622844855064347,-3.2186624874377968e-06,-8.805413721243334e-18,24,10
coulomb,0.1,1.374782508309246,-8.170181203873158e-06,2.3698785761009572e-17,24,10
coulomb,0.1,1.3872805311120573,-1.2333875071833272e-05,5.422223509205525e-17,24,10
coulomb,0.1,1.3997785539148688,-1.5472921373502176e-05,8.084333167038707e-17,24,10
coulomb,0.1,1.41227657671768,-1.741789004580835e-05,1.0195249493413046e-16,24,10
coulomb,0.1,1.4247745995204912,-1.807576388747177e-05,1.162370632838286e-16,24,10
coulomb,0.1,1.4372726223233026,-1.7434106547883766e-05,1.2284625230135407e-16,24,10
coulomb,0.1,1.4497706451261139,-1.5560218481820607e-05,1.2139465599864676e-16,24,10
coulomb,0.1,1.4622686679289254,-1.259543022046513e-05,1.120120861039813e-16,24,10
coulomb,0.1,1.4747666907317365,-8.744976617126982e-06,9.53042611305361e-17,24,10
coulomb,0.1,1.487264713534548,-4.264157496432942e-06,7.236269635459227e-17,24,10
coulomb,0.1,1.4997627363373593,5.582961062659613e-07,4.4617429063756993e-17,24,10
coulomb,0.1,1.5122607591401707,5.418577439020467e-06,1.381965686308668e-17,24,10
coulomb,0.1,1.524758781942982,1.0016723609620842e-05,-1.8093285497841898e-17,24,10
coulomb,0.1,1.5372568047457933,1.4074928951434525e-05,-4.9137347417177425e-17,24,10
coulomb,0.1,1.5497548275486046,1.7354140940412885e-05,-7.739592660021616e-17,24,10
coulomb,0.1,1.562252850351416,1.9667953308578087e-05,-1.0113124396579852e-16,24,10
coulomb,0.1,1.5747508731542272,2.0892994976587892e-05,-1.188850870070877e-16,24,10
coulomb,0.1,1.5872488959570388,2.0975243376457278e-05,-1.2958137253610555e-16,24,10
coulomb,0.1,1.5997469187598499,1.9931951834480608e-05,-1.3259671180742827e-16,24,10
coulomb,0.1,1.6122449415626612,1.7849156355292684e-05,-1.277901154011638e-16,24,10
coulomb,0.1,1.6247429643654725,1.4875000169470624e-05,-1.1547891420211556e-16,24,10
coulomb,0.1,1.6372409871682838,1.1209368035618038e-05,-9.648162865541345e-17,24,10
coulomb,0.1,1.6497390099710951,7.090541228556069e-06,-7.202033953394637e-17,24,10
coulomb,0.1,1.6622370327739064,2.7797553314110675e-06,-4.364775501016313e-17,24,10
coulomb,0.1,1.6747350555767178,-1.4553437713673325e-06,-1.3118929005135859e-17,24,10
coulomb,0.1,1.687233078379529,-5.357301452222612e-06,1.7633842915850344e-17,24,10
coulomb,0.1,1.6997311011823404,-8.694486970438093e-06,4.673597261576453e-17,24,10
coulomb,0.1,1.7122291239851517,-1.1274812552407404e-05,7.23801738537549e-17,24,10
coulomb,0.1,1.7247271467879632,-1.2956733244749263e-05,9.299883142196354e-17,24,10
coulomb,0.1,1.7372251695907746,-1.3656907314283588e-05,1.0735048536011064e-16,24,10
coulomb,0.1,1.7497231923935859,-1.3354115980308168e-05,1.1459356025182837e-16,24,10
coulomb,0.1,1.7622212151963972,-1.2089279604967967e-05,1.1433079537010778e-16,24,10
coulomb,0.1,1.7747192379992085,-9.961650418062518e-06,1.0662692028621814e-16,24,10
coulomb,0.1,1.7872172608020198,-7.121494825712479e-06,9.201691799043603e-17,24,10
coulomb,0.1,1.7997152836048311,-3.75978752503042e-06,7.146115964959624e-17,24,10
coulomb,0.1,1.8122133064076424,-9.561269689775686e-08,4.627700648980581e-17,24,10
coulomb,0.1,1.8247113292104538,3.637905555927692e-06,1.806210161592926e-17,24,10
coulomb,0.1,1.837209352013265,7.208247640496962e-06,-1.1410031762244182e-17,24,10
coulomb,0.1,1.8497073748160764,1.0397804859578095e-05,-4.028836774743215e-17,24,10
coulomb,0.1,1.8622053976188877,1.3016974311253893e-05,-6.680693777037986e-17,24,10
coulomb,0.1,1.874703420421699,1.4915261137793984e-05,-8.9326222294122e-17,24,10
coulomb,0.1,1.8872014432245103,1.5989745230732144e-05,-1.0648353349011575e-16,24,10
coulomb,0.1,1.8996994660273216,1.6190444401212162e-05,-1.1725862617045275e-16,24,10
coulomb,0.1,1.912197488830133,1.5522306215351705e-05,-1.2103083839059849e-16,24,10
coulomb,0.1,1.9246955116329443,1.4043773483485382e-05,-1.1761883044679025e-16,24,10
coulomb,0.1,1.9371935344357556,1.1862080475896237e-05,-1.0729728482542398e-16,24,10
coulomb,0.1,1.9496915572385671,9.12563524380314e-06,-9.075968865895853e-17,24,10
coulomb,0.1,1.9621895800413784,6.0140159798231026e-06,-6.907610925757208e-17,24,10
coulomb,0.1,1.9746876028441898,2.726246043000089e-06,-4.363048265179241e-17,24,10
coulomb,0.1,1.987185625647001,-5.318945789593398e-07,-1.604057559642623e-17,24,10
coulomb,0.1,1.9996836484498124,-3.560718847497929e-06,1.1986634551836521e-17,24,10
coulomb,0.1,2.0121816712526237,-6.178846228385746e-06,3.8689259705702797e-17,24,10
coulomb,0.1,2.024679694055435,-8.234037571289454e-06,6.243131363019379e-17,24,10
coulomb,0.1,2.0371777168582463,-9.612007849674843e-06,8.177585662908087e-17,24,10
coulomb,0.1,2.0496757396610574,-1.02427105109225e-05,9.556398757107163e-17,24,10
coulomb,0.1,2.062173762463869,-1.0103753513349242e-05,1.0299019368466248e-16,24,10
coulomb,0.1,2.0746717852666805,-9.220791976609593e-06,1.0365612262292987e-16,24,10
coulomb,0.1,2.0871698080694916,-7.664934012612901e-06,9.758519636680974e-17,24,10
coulomb,0.1,2.099667830872303,-5.547382490424125e-06,8.521412673015706e-17,24,10
coulomb,0.1,2.1121658536751142,-3.0117042297570517e-06,6.737673782661456e-17,24,10
coulomb,0.1,2.1246638764779258,-2.2425858388396509e-07,4.522815718952021e-17,24,10
coulomb,0.1,2.137161899280737,2.6365791640907936e-06,2.0181866086520927e-17,24,10
coulomb,0.1,2.1496599220835484,5.391703575461494e-06,-6.1652451118761824e-18,24,10
coulomb,0.1,2.1621579448863595,7.872362899037964e-06,-3.219047138260747e-17,24,10
coulomb,0.1,2.1746559676891715,9.93035975754552e-06,-5.62702921025253e-17,24,10
coulomb,0.1,2.187153990491982,1.1446758885590536e-05,-7.692875980566459e-17,24,10
coulomb,0.1,2.1996520132947937,1.2338599273455683e-05,-9.292090645876767e-17,24,10
coulomb,0.1,2.2121500360976047,1.2563243104958723e-05,-1.0329868764388563e-16,24,10
coulomb,0.1,2.2246480589004163,1.21201475697535e-05,-1.0747424853695113e-16,24,10
coulomb,0.1,2.237146081703228,1.10500080430726e-05,-1.0525229582784588e-16,24,10
coulomb,0.1,2.249644104506039,9.43138232840371e-06,-9.682626849455e-17,24,10
coulomb,0.1,2.26214212730885,7.3750563087938785e-06,-8.278314217153721e-17,24,10
coulomb,0.1,2.2746401501116615,5.016543081180546e-06,-6.405466385413523e-17,24,10
coulomb,0.1,2.287138172914473,2.5072133077687493e-06,-4.183669268981503e-17,24,10
coulomb,0.1,2.2996361957172846,4.628410612714976e-09,-1.754768295606621e-17,24,10
